Region, stat_length, stat_line_length, stat_line_avg_phones, stat_word_phones, stat_word_avg_chars, tonality_end_rhyme_mean, tonality_end_rhyme_stdev, tonality_repeat_rhyme_mean, tonality_repeat_rhyme_stdev, tfidf_show, tfidf_yea, tfidf_money, tfidf_move, tfidf_go, tfidf_still, tfidf_aint, tfidf_death, tfidf_young, tfidf_littl, tfidf_better, tfidf_black, tfidf_whole, tfidf_rich, tfidf_bout, tfidf_ta, tfidf_real, tfidf_good, tfidf_hit, tfidf_around, tfidf_yo, tfidf_get, tfidf_ya, tfidf_big, tfidf_rock, tfidf_watch, tfidf_game, tfidf_know, tfidf_new, tfidf_world, tfidf_day, tfidf_name, tfidf_tri, tfidf_like, tfidf_die, tfidf_gettin, tfidf_gun, tfidf_wit, tfidf_night, tfidf_yall, tfidf_mean, tfidf_em, tfidf_nigga, tfidf_hard, tfidf_back, tfidf_realli, tfidf_see, tfidf_street, tfidf_homi, tfidf_girl, tfidf_even, tfidf_gon, tfidf_god, tfidf_leav, tfidf_got, tfidf_ever, tfidf_told, tfidf_ass, tfidf_run, tfidf_never, tfidf_let, tfidf_put, tfidf_hand, tfidf_come, tfidf_boy, tfidf_snoop, tfidf_g, tfidf_oh, tfidf_could, tfidf_keep, tfidf_thing, tfidf_smoke, tfidf_head, tfidf_think, tfidf_fuckin, tfidf_pleas, tfidf_love, tfidf_dont, tfidf_feel, tfidf_one, tfidf_ask, tfidf_right, tfidf_done, tfidf_bitch, tfidf_pussi, tfidf_boat, tfidf_wan, tfidf_eye, tfidf_would, tfidf_dogg, tfidf_two, tfidf_start, tfidf_live, tfidf_call, tfidf_way, tfidf_mama, tfidf_damn, tfidf_tell, tfidf_tryna, tfidf_life, tfidf_diamond, tfidf_motherfuck, tfidf_babi, tfidf_peopl, tfidf_yeah, tfidf_beat, tfidf_hold, tfidf_gangsta, tfidf_made, tfidf_look, tfidf_niggaz, tfidf_ride, tfidf_say, tfidf_us, tfidf_uh, tfidf_ill, tfidf_rap, tfidf_give, tfidf_mind, tfidf_fuck, tfidf_high, tfidf_thug, tfidf_cant, tfidf_im, tfidf_want, tfidf_need, tfidf_everi, tfidf_shit, tfidf_hoe, tfidf_turn, tfidf_lil, tfidf_na, tfidf_make, tfidf_song, tfidf_alway, tfidf_take, tfidf_play, tfidf_hey, tfidf_stop, tfidf_stay, tfidf_said, tfidf_man, tfidf_light, tfidf_well, tfidf_drip, tfidf_face, tfidf_caus, tfidf_time, tfidf_everyth, tfidf_dream, tfidf_talk
NE, 52, 10.3653846154, 3.13400517751, 3.08519206939, 3.77179962894, 0.580197428834, 0.394460267833, 0.12840206021, 0.0714928611724, 0, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 1, 1, 5, 3, 0, 0, 1, 2, 0, 2, 3, 0, 0, 0, 0, 7, 0, 0, 1, 1, 0, 0, 0, 0, 24, 0, 3, 0, 0, 1, 0, 0, 1, 3, 0, 2, 4, 0, 0, 4, 2, 1, 2, 1, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 1, 0, 0, 0, 1, 4, 0, 1, 0, 1, 1, 4, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 4, 1, 0, 1, 0, 1, 0, 6, 0, 0, 0, 8, 1, 0, 0, 5, 1, 0, 0, 3, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 2, 1, 0, 0, 0
NE, 101, 7.33663366337, 3.19130996433, 3.01934322987, 3.8326585695, 0.303591470258, 0.387960932418, 0.0949000474896, 0.0829989397782, 1, 0, 0, 0, 1, 2, 7, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 2, 0, 8, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 2, 3, 1, 1, 0, 0, 0, 0, 0, 2, 0, 1, 0, 24, 4, 0, 0, 4, 0, 0, 0, 2, 2, 1, 0, 8, 3, 0, 0, 2, 3, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 4, 1, 1, 0, 0, 0, 0, 0, 0, 21, 3, 0, 0, 0, 0, 1, 0, 0, 1, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4, 2, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 4, 6, 0, 1, 0, 0, 0, 0, 21, 0, 0, 4, 5, 0, 0, 0, 4, 0, 3, 1, 1, 0, 1, 1, 5, 1, 0, 2
NE, 51, 6.94117647059, 3.43126777746, 3.19839015152, 3.96610169492, 0.466440846311, 0.346950529172, 0.0894440811433, 0.0836133635491, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 7, 1, 1, 1, 0, 0, 0, 0, 0, 12, 2, 11, 1, 2, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 3, 1, 1, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 8, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 3
NE, 70, 10.1142857143, 3.10967954781, 3.07895359848, 3.91384180791, 0.456301821693, 0.422975067667, 0.122441523415, 0.0652137629289, 1, 0, 6, 0, 0, 0, 4, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 6, 0, 1, 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 2, 0, 1, 0, 0, 1, 2, 2, 20, 0, 1, 0, 1, 1, 0, 0, 2, 1, 0, 0, 9, 0, 0, 3, 3, 1, 1, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 3, 1, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 1, 1, 0, 1, 0, 1, 1, 0, 6, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 6, 0, 1, 0, 4, 0, 0, 1, 20, 3, 3, 2, 3, 0, 1, 5, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 0, 0, 2, 1, 3, 1
NE, 57, 8.78947368421, 3.06558148641, 3.00402414487, 3.65469061876, 0.530897821187, 0.429087758512, 0.1065892823, 0.0667311559874, 0, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 4, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 7, 0, 0, 1, 0, 1, 1, 0, 0, 10, 0, 2, 0, 2, 3, 0, 0, 0, 1, 0, 0, 4, 0, 0, 1, 1, 2, 3, 3, 0, 0, 2, 0, 0, 0, 1, 0, 0, 2, 0, 2, 0, 0, 3, 2, 0, 3, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 9, 0, 0, 0, 2, 0, 0, 2, 12, 1, 0, 0, 4, 0, 1, 0, 2, 1, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 1, 1, 0, 2
NE, 63, 7.01587301587, 3.11283240569, 3.08276385725, 3.74208144796, 0.421784913216, 0.402296295452, 0.134720758916, 0.127158959474, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 4, 2, 0, 0, 6, 1, 0, 1, 0, 0, 3, 1, 0, 1, 0, 1, 10, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 4, 2, 0, 0, 1, 0, 5, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 5, 0, 7, 0, 0, 2, 8, 2, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 4, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0
NE, 59, 10.8644067797, 2.94263226181, 2.92531446541, 3.64742589704, 0.464573969359, 0.444635627449, 0.102426369026, 0.055948082257, 2, 0, 3, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 3, 0, 0, 0, 1, 0, 2, 1, 0, 0, 0, 3, 10, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 0, 0, 3, 2, 1, 0, 0, 1, 1, 0, 7, 1, 0, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 4, 0, 1, 3, 4, 1, 2, 0, 0, 2, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 5, 0, 1, 0, 0, 1, 0, 4, 0, 1, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 2, 14, 5, 0, 0, 5, 0, 4, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 1, 1, 0, 0
NE, 51, 6.62745098039, 3.25305964914, 3.12075848303, 3.86686390533, 0.2732504582, 0.315891125419, 0.0801882926404, 0.0715416596464, 0, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 7, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 2, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 2, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
NE, 56, 9.125, 3.43942667296, 3.15782580223, 4.15264187867, 0.51061966466, 0.408079826732, 0.100230525137, 0.0823933165084, 0, 0, 1, 0, 1, 0, 3, 0, 0, 0, 0, 3, 1, 1, 1, 2, 0, 0, 1, 1, 0, 1, 2, 0, 0, 0, 0, 3, 1, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 5, 0, 7, 1, 12, 0, 0, 2, 0, 0, 0, 3, 0, 0, 6, 0, 5, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4, 0, 0, 2, 1, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 2, 1, 1, 1, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 5, 0, 0, 0, 10, 0, 0, 0, 5, 0, 1, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 3
NE, 58, 10.0172413793, 3.17562990171, 3.14457831325, 3.86919104991, 0.68621482684, 0.377840478455, 0.128732958454, 0.0506765162312, 0, 0, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 4, 1, 1, 1, 2, 3, 6, 4, 0, 0, 0, 1, 13, 0, 0, 0, 1, 0, 6, 0, 0, 1, 1, 0, 0, 0, 4, 9, 0, 0, 1, 2, 0, 3, 0, 2, 2, 2, 0, 4, 0, 0, 1, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 2, 0, 2, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 5, 0, 0, 1, 0, 0, 1, 3, 0, 1, 3, 6, 0, 1, 2, 1, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 3, 1, 0, 2, 0, 0, 0, 2, 0, 3, 0, 0, 1
NE, 74, 8.21621621622, 3.07662161412, 3.0704070407, 3.60855263158, 0.403459308999, 0.414963063562, 0.14092305707, 0.101683832104, 1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 3, 1, 1, 4, 0, 1, 0, 0, 5, 2, 0, 0, 0, 4, 1, 1, 0, 0, 1, 0, 0, 3, 0, 3, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 3, 0, 1, 44, 1, 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 1, 0, 0, 0, 13, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 4, 0, 0, 0
NE, 26, 8.34615384615, 3.32821137196, 3.28009259259, 4.0, 0.357447581879, 0.365769469561, 0.143101588044, 0.0543257307144, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 6, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 0, 0, 0, 5, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
NE, 55, 7.8, 3.24050422097, 3.18199685535, 3.82517482517, 0.754317402152, 0.35417807586, 0.123886368765, 0.0727079503427, 0, 0, 0, 1, 4, 0, 4, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 6, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 1, 5, 1, 0, 1, 0, 0, 1, 0, 1, 19, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 6, 0, 0, 0, 1, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 14, 0, 1, 0, 5, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0
NE, 27, 9.48148148148, 3.47039596206, 3.35826771654, 3.9765625, 0.561836547291, 0.378755213996, 0.155505720513, 0.0693745322133, 4, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 2, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 3, 0, 0, 0, 0
NE, 40, 8.95, 3.71414314852, 3.36827195467, 4.08938547486, 0.481091779034, 0.434142525136, 0.0980646449464, 0.0695255326266, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 2, 1, 1, 6, 1, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 1, 6, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0
NE, 38, 7.81578947368, 3.37590472393, 3.29335585586, 4.06734006734, 0.391584723498, 0.403079385122, 0.134767742057, 0.0744513181087, 2, 0, 0, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 3, 6, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 5, 0, 0, 0, 4, 0, 0, 0, 1, 1, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1
NE, 40, 8.625, 3.33860119048, 3.21124031008, 3.91594202899, 0.660577062491, 0.402350388663, 0.15806625659, 0.0808339385164, 0, 0, 0, 0, 1, 1, 0, 0, 4, 1, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 3, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 8, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 2, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 1, 5, 0, 0, 0, 10, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 4, 0, 2, 1, 0, 0, 1, 0, 0, 2, 1, 0, 0, 1
NE, 39, 10.8205128205, 3.09547585605, 3.04038004751, 3.75118483412, 0.595314322587, 0.405688917714, 0.150454822615, 0.0590863727318, 0, 0, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 3, 1, 1, 0, 0, 0, 0, 1, 0, 2, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 2, 0, 0, 1, 7, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 2, 1, 0, 1, 4, 1, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0
NE, 20, 9.1, 3.37461129149, 3.34162062615, 3.91208791209, 0.539154167942, 0.396517395261, 0.177601946363, 0.0804131423259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4, 1, 2, 0, 0, 0, 0
NE, 78, 8.66666666667, 3.20284107215, 3.18781094527, 3.77662721893, 0.592482721956, 0.391727950482, 0.137913113717, 0.064987595094, 0, 0, 2, 1, 0, 0, 7, 0, 1, 4, 0, 0, 0, 0, 0, 0, 1, 2, 7, 0, 3, 1, 3, 0, 0, 0, 0, 4, 1, 2, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 0, 0, 3, 3, 0, 1, 0, 1, 0, 0, 0, 7, 3, 1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 2, 1, 0, 2, 0, 0, 0, 24, 0, 0, 2, 0, 0, 0, 0, 2, 2, 2, 1, 12, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2, 4, 0, 0, 0, 0
NE, 30, 9.46666666667, 3.09923021423, 3.11150652432, 3.7676056338, 0.577848288076, 0.435104985925, 0.151462679889, 0.0583670197914, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 1, 0, 0, 0, 1, 1, 0, 0, 2, 0, 0, 0, 8, 0, 0, 0, 1, 0, 3, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 7, 0, 0, 3, 0, 1, 0, 3, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0
NE, 71, 7.71830985915, 3.01625111977, 2.97288238879, 3.66058394161, 0.632509216007, 0.392302811976, 0.131407127042, 0.0800005773605, 1, 0, 4, 0, 4, 0, 3, 0, 2, 4, 0, 2, 1, 1, 1, 2, 0, 1, 0, 1, 0, 4, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 2, 0, 1, 0, 0, 4, 0, 0, 0, 9, 0, 5, 0, 1, 0, 1, 0, 0, 1, 1, 0, 6, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1, 1, 1, 0, 2, 2, 1, 0, 0, 3, 0, 4, 5, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 3, 0, 3, 0, 0, 1, 0, 3, 1, 0, 0, 1, 0, 0, 1, 2, 0, 1, 1, 0, 2, 0, 7, 2, 0, 1, 5, 0, 1, 0, 3, 5, 2, 0, 2, 2, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0
NE, 56, 8.16071428571, 3.31714498299, 3.31176900585, 3.93654266958, 0.646767846818, 0.400769746704, 0.146799397113, 0.087730303044, 1, 0, 0, 0, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 4, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 7, 0, 1, 1, 11, 0, 8, 2, 0, 0, 1, 1, 0, 0, 1, 1, 4, 0, 0, 1, 0, 1, 0, 0, 0, 1, 9, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 4, 4, 0, 0, 1, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 4, 0, 1, 0, 0, 0, 14, 0, 0, 0, 12, 2, 0, 0, 1, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0
NE, 69, 8.92753623188, 3.22694720738, 3.20406504065, 3.88474025974, 0.579420973644, 0.443182987615, 0.0847776781885, 0.0976210480381, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 1, 0, 8, 0, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 1, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 16, 0, 1, 2, 0, 0, 10, 0, 1, 0, 0
