Region, stat_length, stat_line_length, stat_line_avg_phones, stat_word_phones, stat_word_avg_chars, tonality_end_rhyme_mean, tonality_end_rhyme_stdev, tonality_repeat_rhyme_mean, tonality_repeat_rhyme_stdev, tfidf_show, tfidf_yea, tfidf_money, tfidf_move, tfidf_go, tfidf_still, tfidf_aint, tfidf_death, tfidf_young, tfidf_littl, tfidf_better, tfidf_black, tfidf_whole, tfidf_rich, tfidf_bout, tfidf_ta, tfidf_real, tfidf_good, tfidf_hit, tfidf_around, tfidf_yo, tfidf_get, tfidf_ya, tfidf_big, tfidf_rock, tfidf_watch, tfidf_game, tfidf_know, tfidf_new, tfidf_world, tfidf_day, tfidf_name, tfidf_tri, tfidf_like, tfidf_die, tfidf_gettin, tfidf_gun, tfidf_wit, tfidf_night, tfidf_yall, tfidf_mean, tfidf_em, tfidf_nigga, tfidf_hard, tfidf_back, tfidf_realli, tfidf_see, tfidf_street, tfidf_homi, tfidf_girl, tfidf_even, tfidf_gon, tfidf_god, tfidf_leav, tfidf_got, tfidf_ever, tfidf_told, tfidf_ass, tfidf_run, tfidf_never, tfidf_let, tfidf_put, tfidf_hand, tfidf_come, tfidf_boy, tfidf_snoop, tfidf_g, tfidf_oh, tfidf_could, tfidf_keep, tfidf_thing, tfidf_smoke, tfidf_head, tfidf_think, tfidf_fuckin, tfidf_pleas, tfidf_love, tfidf_dont, tfidf_feel, tfidf_one, tfidf_ask, tfidf_right, tfidf_done, tfidf_bitch, tfidf_pussi, tfidf_boat, tfidf_wan, tfidf_eye, tfidf_would, tfidf_dogg, tfidf_two, tfidf_start, tfidf_live, tfidf_call, tfidf_way, tfidf_mama, tfidf_damn, tfidf_tell, tfidf_tryna, tfidf_life, tfidf_diamond, tfidf_motherfuck, tfidf_babi, tfidf_peopl, tfidf_yeah, tfidf_beat, tfidf_hold, tfidf_gangsta, tfidf_made, tfidf_look, tfidf_niggaz, tfidf_ride, tfidf_say, tfidf_us, tfidf_uh, tfidf_ill, tfidf_rap, tfidf_give, tfidf_mind, tfidf_fuck, tfidf_high, tfidf_thug, tfidf_cant, tfidf_im, tfidf_want, tfidf_need, tfidf_everi, tfidf_shit, tfidf_hoe, tfidf_turn, tfidf_lil, tfidf_na, tfidf_make, tfidf_song, tfidf_alway, tfidf_take, tfidf_play, tfidf_hey, tfidf_stop, tfidf_stay, tfidf_said, tfidf_man, tfidf_light, tfidf_well, tfidf_drip, tfidf_face, tfidf_caus, tfidf_time, tfidf_everyth, tfidf_dream, tfidf_talk
MW, 84, 8.19047619048, 3.10691736614, 3.05482775352, 3.73401162791, 0.593077392551, 0.411045685466, 0.103458378349, 0.0771338928187, 0, 0, 1, 0, 7, 3, 1, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 2, 17, 5, 0, 0, 0, 0, 1, 1, 0, 2, 0, 9, 0, 1, 0, 0, 0, 1, 1, 0, 11, 0, 1, 1, 0, 0, 0, 5, 1, 2, 0, 1, 4, 0, 1, 0, 1, 0, 5, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 2, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 4, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 1, 3, 1, 0, 0, 0, 0, 1, 6, 1, 2, 0, 0, 5, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 1, 2, 0, 1, 0, 1, 0, 2, 0, 0, 0
MW, 77, 7.06493506494, 3.50248917749, 3.40085942296, 4.18198529412, 0.39670642914, 0.408186433631, 0.130993105267, 0.107823672088, 1, 0, 0, 5, 10, 7, 0, 0, 1, 0, 1, 3, 1, 0, 0, 0, 0, 0, 0, 1, 0, 3, 5, 1, 0, 0, 4, 4, 0, 1, 1, 0, 0, 4, 1, 0, 1, 0, 0, 1, 0, 3, 0, 0, 4, 0, 0, 2, 0, 0, 0, 1, 2, 1, 4, 0, 0, 0, 0, 0, 2, 0, 9, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 5, 3, 0, 2, 0, 0, 0, 1, 6, 4, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MW, 80, 9.125, 3.09742089508, 3.04383561644, 3.76301369863, 0.647125391444, 0.399640570895, 0.13582742421, 0.0769684298511, 0, 0, 0, 1, 2, 1, 8, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 1, 1, 0, 0, 3, 0, 0, 0, 0, 0, 8, 1, 0, 1, 1, 0, 8, 0, 1, 1, 0, 0, 3, 5, 1, 2, 1, 0, 0, 1, 0, 0, 1, 1, 4, 1, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 3, 17, 0, 1, 0, 0, 1, 1, 10, 1, 2, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 4, 0, 2, 8, 0, 0, 1, 2, 0, 0, 0, 1, 3, 0, 0, 3, 4, 0, 0, 0, 0, 1, 0, 0, 0, 5, 3, 0, 0, 2, 0, 0, 0, 0, 2, 2, 1, 1, 1, 0, 0, 0, 1, 1, 3, 0, 0, 0, 3, 0, 1, 1, 0, 0
MW, 221, 11.3891402715, 3.14464028316, 3.08070944599, 3.73301549464, 0.235501348479, 0.326121041563, 0.110938489003, 0.055390159095, 1, 0, 2, 1, 8, 8, 8, 0, 1, 0, 1, 1, 4, 0, 1, 3, 3, 1, 1, 2, 10, 11, 0, 0, 1, 1, 2, 32, 1, 1, 8, 4, 6, 47, 0, 1, 0, 0, 1, 5, 1, 0, 6, 1, 7, 10, 1, 1, 0, 1, 3, 8, 1, 1, 16, 1, 8, 2, 0, 1, 2, 4, 1, 4, 1, 0, 1, 9, 5, 1, 2, 0, 3, 10, 0, 1, 2, 4, 1, 11, 4, 3, 0, 0, 0, 0, 2, 2, 0, 0, 2, 5, 0, 10, 2, 0, 1, 4, 0, 3, 0, 3, 0, 6, 0, 23, 0, 0, 4, 2, 7, 0, 9, 0, 5, 4, 7, 2, 0, 4, 0, 0, 4, 27, 10, 2, 3, 15, 0, 1, 0, 10, 3, 9, 1, 4, 18, 1, 2, 0, 11, 18, 2, 1, 0, 2, 13, 11, 2, 2, 3
MW, 44, 8.81818181818, 3.21028900541, 3.2426975945, 4.00515463918, 0.684234116052, 0.421725307247, 0.112718285245, 0.0749315236054, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 0, 1, 0, 0, 2, 0, 0, 1, 1, 2, 3, 0, 0, 1, 0, 0, 0, 0, 6, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 0, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 8, 2, 6, 0, 0, 0, 0, 0, 0, 0, 3, 2, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0
MW, 57, 7.61403508772, 3.61421757255, 3.51267281106, 4.17741935484, 0.567440938309, 0.394910057499, 0.154831371244, 0.0952662650008, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 11, 0, 0, 0, 2, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 10, 1, 2, 0, 2, 0, 0, 0, 1, 2, 0, 0, 4, 2, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 4, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 3, 1, 0, 0, 1, 0, 0, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 1, 0
MW, 32, 9.65625, 3.06119594381, 3.04978354978, 3.74433656958, 0.533142026324, 0.413544604593, 0.089629275366, 0.0585138699776, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 2, 1, 1, 0, 0, 0, 2, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 3, 2, 2, 0, 0, 0, 0, 0, 1, 1, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0
MW, 55, 8.72727272727, 3.08057967285, 2.99027777778, 3.59583333333, 0.603453055426, 0.421127852274, 0.091232840385, 0.0811921145842, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 2, 1, 4, 0, 0, 0, 5, 1, 0, 3, 0, 0, 0, 0, 6, 1, 1, 0, 0, 1, 0, 0, 0, 3, 5, 3, 1, 1, 0, 0, 0, 0, 0, 1, 6, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 2, 0, 0, 5, 2, 2, 0, 0, 0, 1, 0, 0, 12, 0, 0, 2, 0, 0, 4, 0, 1, 8, 0, 0, 0, 0, 0, 1, 8, 0, 0
MW, 19, 4.78947368421, 3.20476190476, 3.17582417582, 3.74725274725, 0.552287581699, 0.407010367738, 0.0602800697956, 0.0898783344876, 0, 0, 3, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MW, 76, 7.72368421053, 3.3018929292, 3.21039182283, 3.98296422487, 0.498852063634, 0.393516514149, 0.150676003431, 0.168914014577, 0, 0, 1, 0, 1, 3, 5, 0, 1, 1, 1, 1, 3, 0, 2, 0, 1, 1, 1, 0, 1, 2, 3, 0, 2, 1, 2, 2, 0, 0, 2, 1, 0, 4, 3, 0, 0, 0, 1, 1, 0, 0, 0, 0, 4, 0, 2, 0, 0, 0, 2, 2, 0, 1, 2, 15, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 5, 1, 0, 0, 0, 0, 0, 1, 0, 2, 2, 2, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 1, 11, 0, 0, 3, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 3, 1, 0, 2, 0, 0, 0, 0, 1, 7, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 1, 0, 0, 0
MW, 55, 6.10909090909, 3.03255772006, 2.99851190476, 3.66071428571, 0.589362752742, 0.442622180417, 0.128274813842, 0.116485200109, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 0, 7, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 4, 1, 2, 1, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 5, 0, 0, 4, 0, 1, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
MW, 44, 9.31818181818, 3.08441867476, 3.03880718954, 3.73902439024, 0.531379815471, 0.400810844918, 0.162558862518, 0.0886994853662, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 5, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 4, 0, 0, 6, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 5, 1, 0, 0, 2, 2, 0, 1, 0, 0, 0, 7, 0, 0, 0, 0, 1, 0, 1, 7, 0, 0, 0, 0, 1, 2, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 1, 1, 1, 0, 0, 0, 1, 2, 0, 0, 0
MW, 59, 4.67796610169, 3.6896324015, 3.53272727273, 4.26449275362, 0.580868493548, 0.421386211176, 0.114721411544, 0.11973269034, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 1, 0, 10, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 3, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 0
MW, 52, 7.73076923077, 3.05929035352, 3.04021558872, 3.62935323383, 0.476395775941, 0.389686660552, 0.116879641934, 0.0832848723746, 1, 0, 0, 0, 0, 1, 3, 0, 0, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 5, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 5, 0, 0, 0, 0, 2, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 5, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 1, 0, 0, 0, 2, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0
MW, 64, 6.6875, 3.07622232368, 3.07547169811, 3.80373831776, 0.629928315412, 0.421445096748, 0.149498916961, 0.0957469776182, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 2, 0, 3, 1, 3, 0, 0, 5, 1, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 1, 12, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 3, 0, 0, 0, 1, 0, 1, 0, 0, 3, 5, 0, 8, 0, 4, 0, 0, 0, 0, 8, 0, 0, 2, 1, 0, 0, 0, 0, 2, 0, 2, 0, 0, 5, 1, 1, 0, 0
MW, 51, 6.8431372549, 3.33438163144, 3.14899713467, 4.07163323782, 0.540606669665, 0.441557093514, 0.109219124278, 0.086507190878, 3, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 3, 1, 0, 0, 0, 0, 13, 1, 0, 0, 0, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 3, 0, 1, 0, 0, 0, 1, 28, 0, 0, 0, 0, 0, 0, 0, 1
MW, 63, 7.38095238095, 3.13444022174, 3.13750899928, 3.83010752688, 0.618709449186, 0.32185102002, 0.132145108614, 0.0998386897474, 1, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 0, 1, 2, 0, 0, 3, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 3, 0, 3, 2, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 5, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 10, 0, 0, 0, 2, 0, 0, 2, 1, 1, 0, 0, 0, 0, 2, 10, 2, 1, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 2, 1, 0, 0, 0, 3, 1, 18, 0, 6
MW, 119, 5.91596638655, 2.87825699044, 3.04758522727, 3.53835227273, 0.509300954377, 0.4743022445, 0.0763167200644, 0.0853070120959, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 1, 0, 3, 0, 0, 4, 0, 5, 1, 0, 2, 4, 0, 1, 0, 0, 0, 4, 0, 0, 0, 0, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 1, 4, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 3, 1, 1, 3, 0, 0, 1, 0, 1, 2, 0, 0, 0, 2, 3, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 10, 0, 0, 0, 0, 2, 0, 0, 0, 0, 9, 0, 0, 0, 1, 2, 0, 0, 34, 10, 0, 0, 1, 2, 0, 0, 0, 6, 0, 0, 0, 2, 0, 0, 0, 1, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 1
MW, 61, 8.49180327869, 3.00756746669, 2.97908622909, 3.71621621622, 0.784182347356, 0.377067040347, 0.142787228995, 0.131347443413, 3, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 5, 1, 0, 0, 1, 1, 8, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 1, 0, 0, 1, 1, 0, 0, 0, 1, 5, 0, 2, 0, 0, 3, 0, 0, 0, 11, 0, 0, 0, 7, 0, 2, 0, 0, 0, 8, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 13, 0, 0, 1, 0, 0, 0, 0, 1, 5, 0, 3, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5, 0, 0, 1, 5
MW, 109, 7.21100917431, 3.17974483468, 3.07535121328, 3.67430025445, 0.602228817487, 0.386911119112, 0.0735242621717, 0.0715447618874, 2, 3, 0, 0, 2, 0, 0, 0, 1, 3, 0, 2, 0, 0, 1, 2, 0, 0, 0, 2, 1, 6, 1, 20, 1, 0, 2, 5, 1, 0, 0, 1, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 0, 1, 0, 0, 0, 2, 3, 1, 0, 5, 1, 6, 1, 0, 3, 7, 1, 3, 1, 0, 0, 0, 1, 5, 1, 2, 0, 1, 1, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 1, 0, 0, 0, 4, 2, 2, 2, 0, 2, 1, 0, 0, 1, 0, 3, 0, 0, 2, 1, 0, 0, 2, 1, 1, 1, 0, 1, 2, 0, 0, 0, 0, 7, 0, 0, 0, 3, 1, 0, 0, 4, 0, 3, 2, 1, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0
MW, 50, 7.28, 2.96433549784, 2.92445054945, 3.54945054945, 0.681436763468, 0.398113959438, 0.113832882675, 0.0953787451657, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 3, 0, 0, 0, 0, 0, 4, 2, 0, 0, 0, 1, 6, 0, 0, 0, 0, 6, 0, 3, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 3, 0, 0, 2, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 11, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 6, 0, 0, 1, 0, 0, 0, 0, 6, 2, 0, 0, 0, 0, 0, 1, 2, 0, 3, 0, 0, 0, 2, 1, 1, 0, 6, 0
MW, 51, 9.01960784314, 3.39260178819, 3.1481884058, 3.85869565217, 0.466600138678, 0.420682155457, 0.108373497307, 0.0655116716169, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 2, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 1, 0, 0, 2, 0, 2, 0, 5, 0, 0, 3, 2, 2, 3, 0, 2, 3, 0, 0, 0, 9, 2, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 4, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 2, 0, 0, 0, 3, 0, 0, 1, 0, 5, 2, 1, 6, 0, 0, 0, 2, 1, 0, 3, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 4
MW, 75, 7.73333333333, 2.97007904441, 2.95992476852, 3.67413793103, 0.456697265306, 0.423249612912, 0.100261512163, 0.0792900655005, 3, 4, 7, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 2, 0, 0, 10, 0, 0, 0, 0, 1, 4, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 1, 1, 3, 0, 1, 0, 0, 0, 1, 2, 1, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 11, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 1, 1, 3, 10, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 3, 0, 8, 2, 0, 0, 0, 4, 1, 1, 10, 5, 0, 5, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 3, 4, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0
MW, 37, 4.43243243243, 2.57896289146, 2.63821138211, 3.51219512195, 0.820634920635, 0.337496675609, 0.0346314841726, 0.0639752445653, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 7, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
